80001	15
80002	62
60001	54
60002	21
180001	40
140001	44
40001	52
180002	13
160001	54
100001	30
160002	30
140002	58
1	56
60003	65
40002	29
180003	20
40003	35
40004	36
2	30
20001	13
80003	16
100002	20
160003	70
160004	23
40005	47
40006	37
120001	49
120002	47
160005	40
80004	12
80005	57
40007	56
40008	71
80006	65
120003	10
160006	68
3	63
60004	40
140003	57
120004	35
140004	63
160007	55
4	60
100003	16
5	40
120005	27
140005	19
160008	8
160009	20
120006	29
140006	32
160010	58
140007	54
160011	9
180004	61
100004	49
100005	11
60005	60
140008	58
180005	41
60006	46
40009	39
40010	44
140009	9
80007	48
80008	63
20002	54
40011	62
180006	36
6	43
140010	2
60007	10
20003	23
20004	17
20005	20
120007	32
120008	34
40012	57
140011	10
120009	57
160012	21
80009	59
140012	5
20006	11
120010	56
60008	35
140013	39
60009	18
7	27
140014	68
100006	55
120011	6
120012	41
100007	9
160013	56
100008	4
8	27
40013	4
80010	14
20007	68
40014	19
100009	28
9	30
180007	22
80011	40
160014	66
160015	10
10	63
100010	40
80012	32
180008	18
80013	29
160016	42
80014	69
180009	65
120013	11
40015	55
60010	2
100011	64
140015	71
120014	67
60011	32
160017	62
60012	8
180010	22
20008	23
120015	12
140016	49
11	6
100012	48
40016	53
180011	59
100013	63
40017	44
80015	55
12	43
13	57
20009	20
20010	25
100014	8
14	43
60013	17
100015	2
15	12
80016	37
100016	14
100017	29
16	21
20011	2
160018	33
160019	47
80017	69
17	29
80018	33
40018	8
180012	45
120016	13
20012	66
80019	66
120017	2
160020	14
140017	21
40019	55
18	71
60014	45
100018	37
180013	64
180014	45
60015	20
20013	55
160021	19
40020	40
60016	9
180015	61
19	12
60017	29
40021	26
100019	52
180016	21
20	40
40022	29
21	12
160022	67
140018	52
22	71
60018	1
23	71
60019	20
20014	58
120018	18
80020	30
40023	38
120019	16
80021	26
40024	9
160023	53
160024	10
40025	44
180017	11
20015	63
40026	29
24	7
20016	42
140019	8
140020	28
120020	69
25	43
40027	2
160025	1
100020	26
60020	37
40028	32
120021	49
20017	60
60021	45
120022	29
80022	49
80023	32
140021	30
140022	52
40029	27
26	29
80024	5
140023	71
20018	8
120023	10
60022	36
20019	1
60023	15
180018	26
60024	11
20020	27
180019	8
60025	51
180020	21
140024	50
20021	1
60026	7
100021	40
120024	15
80025	48
140025	48
20022	8
60027	49
40030	34
20023	68
120025	53
140026	41
120026	45
27	54
100022	47
40031	1
28	43
160026	26
180021	40
120027	17
60028	62
20024	17
160027	40
20025	54
180022	21
160028	7
180023	55
20026	26
60029	33
80026	32
29	57
60030	59
20027	19
40032	14
60031	58
80027	56
120028	38
140027	52
30	1
140028	58
120029	48
60032	55
60033	62
140029	14
60034	44
40033	13
60035	71
31	43
60036	59
180024	59
160029	68
180025	66
60037	41
40034	30
32	60
160030	18
40035	31
100023	48
160031	26
140030	6
60038	37
20028	29
180026	7
180027	64
160032	5
33	52
100024	12
20029	27
40036	1
100025	19
40037	57
180028	63
34	21
140031	7
180029	23
180030	53
140032	23
140033	2
140034	10
35	7
180031	37
160033	8
40038	48
80028	54
60039	21
20030	61
100026	17
180032	59
100027	37
80029	55
100028	17
60040	2
20031	17
20032	65
100029	27
36	6
180033	71
20033	33
60041	38
120030	42
37	49
60042	57
140035	24
80030	36
180034	40
80031	16
38	41
80032	60
39	65
140036	45
140037	8
140038	42
100030	42
80033	10
160034	21
100031	12
80034	42
160035	64
40	30
140039	22
160036	1
40039	37
41	21
160037	35
20034	2
160038	22
100032	13
40040	62
60043	43
180035	7
180036	23
20035	40
20036	54
80035	56
42	21
20037	34
60044	65
60045	34
180037	30
60046	29
43	55
180038	17
