451	7	506
351	2	3043
51	7	769
301	3	2634
452	2	3584
251	6	3756
101	5	1095
401	3	2604
52	5	4129
1	6	2778
2	6	3248
302	4	4374
402	2	2248
201	3	696
53	8	3600
102	6	138
453	2	4767
252	8	4641
403	4	4492
103	3	1178
202	8	641
54	2	1456
55	1	2320
303	2	4512
203	3	2870
3	1	4027
151	1	3659
454	2	1998
104	8	2672
253	1	2691
352	7	2558
254	7	771
255	8	1511
455	7	218
256	2	1562
404	7	2522
105	7	1666
204	8	2641
405	7	2251
304	5	3887
106	8	3735
406	5	3891
205	6	1586
4	6	2113
257	1	588
152	3	2596
153	7	166
353	2	2386
154	1	2558
107	7	1875
305	6	3028
407	2	2390
306	1	3088
354	2	4941
5	6	1010
456	4	3036
6	6	657
108	2	3705
155	6	3264
206	2	1086
258	8	1
259	2	142
408	2	323
409	1	1308
156	1	989
307	8	783
7	6	3574
355	1	1396
410	8	1491
260	1	3888
157	3	1622
56	4	808
57	7	1120
308	6	2585
457	6	305
109	7	4394
110	7	3233
58	4	4149
8	6	1143
458	8	4190
111	2	3408
207	8	1423
59	4	3599
208	8	3277
60	4	520
112	2	4619
61	6	4443
113	4	654
356	2	2146
158	2	2955
309	1	2529
261	5	404
62	3	1454
9	6	2795
209	8	475
310	1	2116
357	2	4012
159	6	160
210	1	710
160	1	4992
262	1	2932
263	1	2053
358	5	3097
411	8	4399
264	3	1932
10	6	4031
161	1	4648
311	3	1741
459	4	108
265	4	324
312	4	4287
359	6	1295
460	7	3310
162	8	1502
63	1	793
360	8	4385
266	3	1311
211	8	3248
267	5	2223
313	3	2778
461	4	685
163	4	809
361	8	575
268	2	849
11	6	3253
269	3	1415
462	1	160
64	3	1246
362	4	842
314	1	1103
412	6	2747
114	3	499
413	3	330
65	6	4740
463	6	1535
164	1	4150
12	6	1591
13	6	2037
414	6	482
165	8	1843
115	8	2882
415	1	1148
315	7	7
212	5	144
416	5	3271
270	5	4652
116	4	4502
14	8	468
271	3	4968
417	1	794
166	4	2949
213	3	3369
464	7	1968
167	1	1316
117	3	2514
168	7	937
316	2	1462
169	7	4947
363	8	3023
364	6	4367
418	1	339
465	7	2224
272	1	3345
466	2	3835
15	1	4447
467	6	4858
170	6	2711
273	5	4713
118	1	3354
171	4	3895
172	8	673
317	8	594
318	6	453
214	6	10
468	5	4169
16	6	2806
17	7	3555
419	1	3166
319	3	2759
173	7	4367
215	4	1066
274	5	3984
469	2	2521
119	5	73
470	1	4394
174	8	866
420	2	4546
365	2	182
120	1	669
471	5	2014
66	3	1947
366	3	4501
175	8	3902
67	4	778
121	2	1723
472	8	878
320	3	1360
473	7	4609
122	5	2064
367	8	3743
321	1	969
421	4	4094
123	8	1345
322	8	2161
474	2	4651
124	7	4852
216	2	973
475	7	3239
18	6	4704
275	6	2929
323	2	4048
368	7	2845
369	6	3110
125	7	560
126	4	1156
324	1	3633
176	4	3095
19	5	2794
422	6	3786
68	7	1234
177	1	2087
370	6	666
178	1	1961
69	6	4914
476	5	108
477	7	4923
70	3	4379
20	6	4730
217	8	4613
218	6	3597
478	1	1843
179	3	822
180	5	1894
423	4	811
219	1	3052
371	5	417
276	3	1081
71	1	4864
325	7	1531
72	8	93
127	3	913
181	8	2255
372	1	3110
326	3	4312
128	7	237
220	6	1558
221	8	1227
424	2	4003
222	6	2674
129	6	598
277	1	2280
223	8	751
373	4	1551
21	6	403
278	4	4470
22	6	2045
374	4	2316
23	6	3587
224	8	2528
24	6	4454
425	3	2983
327	2	1652
375	5	4196
426	2	3552
73	8	4329
25	6	795
74	2	3160
279	5	611
280	6	19
427	2	2838
182	4	4520
75	3	2663
225	4	2443
130	5	4629
479	4	4184
376	1	1582
480	1	4795
481	7	3
226	7	3963
131	5	1853
281	2	140
482	5	2730
282	8	1541
428	8	795
429	6	1093
283	8	4394
227	6	213
183	8	372
377	7	3183
184	2	2321
228	4	2245
328	3	202
132	8	4788
26	6	4878
76	8	2220
77	5	1331
229	3	3848
284	7	3451
230	7	2029
78	3	411
483	6	2708
430	4	62
285	1	3303
133	6	2263
185	5	2288
378	4	3245
379	7	1677
431	3	4527
286	2	112
27	6	3423
484	8	80
186	1	2626
231	1	1243
287	6	2241
232	3	2907
329	1	3588
432	7	513
380	2	2460
79	6	3705
80	6	2074
134	5	3398
28	6	4356
29	6	2412
330	6	1973
30	6	4398
81	2	2829
187	5	876
433	8	1051
233	4	1124
82	6	1977
381	4	4773
31	6	3187
382	8	4803
188	1	2150
383	8	4126
434	3	2493
435	2	760
32	6	1405
83	7	3765
84	6	3921
331	1	562
33	6	453
234	5	2347
85	4	691
34	6	1812
288	2	2648
135	1	4130
436	2	720
332	2	3739
189	6	993
333	3	11
86	4	1365
87	7	4041
136	6	4479
334	3	3947
384	8	4491
88	1	2047
335	3	4806
385	4	776
35	6	4775
36	6	4116
89	3	602
37	6	2647
38	6	819
39	6	3318
437	1	4560
386	6	2467
235	5	1603
190	6	4637
236	8	2946
336	8	4368
237	2	381
238	3	413
485	6	3970
239	5	772
289	3	1937
438	6	1010
137	4	4449
387	8	3707
486	1	3999
439	6	335
138	8	2645
90	4	353
290	6	3651
337	4	2337
338	8	1358
440	3	3068
139	6	4171
240	1	1899
40	6	4903
388	2	333
41	6	2558
140	3	112
42	6	2204
389	5	2073
91	4	3015
339	8	3787
441	3	1736
390	7	824
141	3	3057
241	2	369
92	7	3031
43	6	2004
44	6	3374
191	1	2764
340	2	4120
391	7	138
93	6	3086
242	4	3059
487	6	3131
142	8	2647
488	7	1138
94	8	4132
45	6	590
442	8	976
341	2	1846
95	8	3853
96	5	797
489	5	3499
192	4	1396
46	4	1285
47	6	4122
490	4	3729
392	1	228
393	7	3118
143	2	4282
394	1	1814
342	1	4725
291	1	1280
443	7	3248
292	4	4620
343	6	3995
395	4	3734
344	1	4127
444	2	3361
491	5	837
396	7	2780
397	7	3009
293	1	1070
193	3	3274
492	4	2815
243	8	4389
144	6	4743
294	1	2715
295	6	536
194	7	1193
244	8	1120
493	2	279
48	6	2108
445	5	3729
494	1	1481
97	1	512
398	2	1710
495	5	3089
98	1	636
496	2	1118
49	6	4476
195	1	3352
497	6	3769
498	5	2342
145	3	343
245	8	2747
196	1	4720
499	3	148
446	2	1158
99	7	4351
146	3	3588
246	8	2952
345	6	194
500	1	893
197	4	2016
296	5	4888
247	1	315
147	6	4887
148	7	1345
149	4	2858
346	6	4688
198	4	2279
399	6	4990
50	6	3896
100	8	3196
447	4	1220
400	8	3250
297	1	1176
448	4	4978
449	6	2768
248	7	3695
298	6	71
299	4	252
199	4	3677
347	7	443
348	4	3154
349	6	2654
300	4	1062
350	4	4841
249	5	3764
200	2	4709
450	3	4237
150	6	3349
250	1	1577
