15001	11
20001	29
20002	9
15002	32
1	13
40001	41
2	8
40002	5
20003	16
35001	16
3	25
5001	38
30001	39
5002	43
30002	29
40003	29
15003	17
40004	38
10001	41
25001	41
35002	3
10002	26
35003	25
5003	24
35004	6
25002	28
35005	1
20004	44
5004	6
15004	7
10003	3
10004	39
30003	28
35006	24
25003	25
45001	24
4	8
10005	30
25004	24
5	15
45002	16
20005	2
25005	10
35007	7
45003	11
25006	31
40005	9
35008	11
6	42
45004	11
20006	24
40006	16
7	42
45005	2
30004	29
40007	17
20007	6
20008	42
45006	20
25007	9
35009	27
30005	1
25008	15
25009	22
35010	3
8	22
15005	5
45007	2
25010	4
25011	11
20009	29
5005	3
45008	5
40008	23
20010	35
5006	43
45009	37
40009	26
9	43
45010	18
10006	20
15006	42
40010	22
10007	14
30006	17
20011	34
25012	13
45011	25
5007	11
10008	41
5008	42
35011	28
15007	26
10009	29
10010	39
20012	5
30007	36
10011	18
20013	21
10	8
45012	6
25013	31
40011	9
45013	16
15008	30
10012	43
35012	42
15009	2
40012	22
40013	24
25014	1
11	9
20014	40
40014	39
45014	5
25015	9
30008	23
45015	11
30009	39
5009	11
15010	43
15011	27
40015	31
5010	31
45016	37
10013	38
12	8
40016	19
25016	43
5011	37
5012	32
35013	40
35014	1
20015	31
13	37
10014	12
35015	29
30010	20
14	41
15012	40
5013	13
15013	38
45017	30
45018	30
30011	36
25017	3
45019	25
35016	26
10015	26
20016	27
45020	39
40017	30
10016	41
45021	28
20017	3
25018	40
45022	39
15014	25
40018	29
30012	13
20018	40
15015	39
40019	41
15	8
15016	6
25019	5
16	8
17	18
25020	1
35017	3
20019	32
18	8
35018	40
40020	23
5014	27
5015	23
40021	31
20020	38
10017	30
10018	44
5016	12
45023	42
25021	5
15017	25
5017	23
45024	25
30013	14
45025	20
35019	12
5018	38
5019	22
25022	3
10019	17
25023	29
15018	19
40022	25
30014	43
25024	28
40023	32
15019	39
30015	11
15020	37
35020	42
19	38
45026	6
20021	31
35021	41
5020	7
25025	21
20	42
25026	34
5021	30
5022	2
21	8
45027	24
40024	22
40025	13
15021	20
22	8
10020	37
45028	22
40026	10
15022	4
40027	31
45029	44
15023	42
25027	12
15024	40
10021	22
40028	38
35022	32
25028	11
25029	23
45030	24
25030	26
10022	37
35023	22
35024	6
30016	13
5023	7
40029	9
20022	1
40030	42
15025	37
40031	24
30017	2
35025	30
40032	7
35026	22
20023	35
15026	44
30018	37
40033	36
25031	1
25032	10
10023	39
5024	3
40034	30
5025	42
5026	3
23	8
30019	2
5027	9
25033	42
20024	32
25034	23
10024	2
10025	29
45031	7
24	7
30020	36
20025	13
40035	26
15027	22
15028	4
15029	32
20026	12
30021	41
25035	43
30022	41
25	8
40036	28
45032	11
30023	11
15030	41
10026	1
30024	32
30025	7
30026	29
5028	15
45033	29
26	40
40037	5
25036	29
40038	14
20027	12
15031	28
45034	44
10027	20
30027	41
25037	41
40039	7
5029	42
10028	11
35027	32
40040	17
45035	16
10029	21
27	38
25038	34
35028	12
15032	26
25039	10
15033	41
40041	34
10030	7
35029	32
35030	7
28	1
5030	15
29	8
15034	31
15035	43
30028	3
45036	1
45037	12
30	8
45038	41
30029	25
20028	19
30030	15
45039	12
45040	1
45041	11
35031	7
15036	22
20029	6
5031	40
25040	3
15037	4
45042	10
15038	14
35032	6
35033	6
45043	12
5032	37
45044	10
25041	3
10031	37
5033	29
40042	29
35034	31
25042	9
35035	15
30031	22
25043	42
15039	1
30032	6
5034	42
30033	11
5035	29
35036	36
30034	41
25044	5
30035	43
31	8
40043	25
32	38
33	29
40044	5
20030	22
35037	36
20031	4
20032	30
34	8
10032	41
35038	12
45045	20
35	42
40045	14
35039	22
10033	11
5036	6
36	8
20033	41
30036	20
45046	23
5037	13
45047	42
35040	4
15040	37
15041	12
40046	26
37	8
45048	35
25045	25
30037	38
30038	9
35041	24
40047	41
25046	25
40048	13
35042	6
38	24
35043	3
45049	30
25047	44
20034	12
5038	24
15042	36
39	42
20035	5
10034	30
30039	9
15043	1
30040	13
5039	29
30041	1
35044	32
5040	41
10035	39
5041	16
10036	4
5042	31
10037	20
20036	29
5043	34
40	11
41	3
15044	10
5044	16
25048	28
30042	20
35045	2
15045	37
30043	26
35046	15
45050	44
10038	41
10039	42
20037	13
42	32
5045	24
30044	12
45051	21
43	5
45052	24
15046	37
30045	41
30046	22
35047	14
10040	24
35048	20
44	36
10041	41
20038	15
25049	32
20039	25
25050	38
5046	31
10042	3
35049	16
20040	36
45	30
10043	20
45053	35
5047	34
45054	10
25051	35
20041	25
40049	7
45055	40
35050	41
5048	2
20042	39
30047	42
25052	34
46	8
20043	24
40050	41
20044	31
20045	35
5049	28
35051	32
20046	28
40051	17
40052	35
25053	41
45056	42
10044	41
10045	9
10046	38
25054	39
10047	9
47	8
20047	42
25055	25
5050	18
30048	15
35052	40
48	8
20048	5
25056	9
5051	28
25057	43
45057	41
20049	22
20050	39
35053	42
30049	15
25058	31
10048	15
10049	35
30050	5
25059	1
5052	19
20051	12
49	8
10050	4
40053	3
45058	28
50	15
30051	17
15047	44
51	11
35054	43
35055	43
25060	23
30052	26
5053	15
10051	9
35056	3
45059	28
5054	3
45060	10
40054	31
20052	43
30053	22
35057	9
35058	14
25061	39
45061	23
45062	16
40055	3
52	41
53	8
45063	37
45064	7
5055	40
45065	1
35059	35
25062	27
35060	7
45066	11
25063	42
15048	40
10052	35
30054	29
54	39
40056	7
30055	31
25064	29
55	30
20053	43
5056	29
25065	2
30056	33
35061	25
5057	2
5058	29
56	8
57	15
10053	38
10054	2
10055	10
58	14
25066	5
10056	42
40057	9
15049	17
10057	34
25067	3
59	7
30057	13
30058	37
45067	43
5059	13
60	20
40058	1
25068	28
10058	39
40059	36
10059	7
15050	28
10060	32
15051	16
40060	9
30059	28
10061	12
20054	31
35062	2
30060	34
5060	31
25069	13
25070	25
35063	34
5061	31
20055	7
20056	38
25071	28
61	8
62	37
15052	15
45068	28
30061	40
25072	44
20057	31
35064	41
15053	23
63	41
15054	29
40061	22
25073	4
10062	38
20058	41
10063	44
64	39
10064	31
30062	24
45069	32
30063	26
40062	35
30064	30
45070	21
40063	13
65	12
25074	13
35065	41
45071	11
25075	36
10065	35
25076	21
5062	7
66	8
45072	15
5063	25
30065	43
25077	34
67	8
68	8
35066	42
5064	31
25078	30
40064	11
45073	39
20059	26
10066	13
25079	7
40065	28
35067	22
45074	7
69	26
5065	22
30066	33
20060	35
25080	28
10067	27
20061	38
40066	10
20062	17
25081	22
20063	22
15055	15
70	33
25082	40
30067	42
25083	12
5066	31
15056	19
45075	1
25084	43
35068	42
30068	26
15057	31
45076	19
15058	20
40067	20
20064	16
35069	13
35070	16
15059	29
35071	28
30069	5
71	8
20065	33
10068	43
30070	2
5067	2
45077	40
40068	21
35072	22
35073	33
5068	2
30071	27
25085	1
15060	14
35074	9
5069	4
25086	14
15061	1
25087	39
30072	41
20066	25
30073	1
30074	32
25088	31
40069	6
15062	14
45078	9
35075	37
35076	19
40070	15
5070	5
20067	6
5071	16
35077	32
72	8
40071	11
15063	36
5072	3
25089	19
30075	17
40072	26
15064	9
25090	37
25091	19
10069	3
35078	22
35079	1
25092	7
73	7
45079	18
10070	6
35080	22
15065	43
35081	38
5073	37
25093	40
25094	11
45080	20
25095	15
30076	3
74	40
10071	2
40073	30
5074	9
5075	38
25096	37
10072	39
5076	36
75	8
5077	3
10073	12
35082	26
15066	11
35083	10
35084	15
5078	29
76	18
25097	27
40074	2
5079	32
20068	28
30077	31
5080	39
40075	40
77	8
20069	38
15067	19
78	42
15068	11
45081	35
40076	28
45082	23
15069	10
79	8
15070	28
45083	26
20070	23
80	12
81	37
15071	30
25098	26
10074	43
10075	23
35085	21
20071	38
15072	13
25099	39
5081	24
20072	36
15073	18
35086	34
10076	21
40077	6
35087	32
35088	31
30078	11
15074	11
25100	28
15075	42
82	8
40078	2
5082	10
20073	25
35089	10
83	35
30079	2
5083	10
5084	9
15076	15
5085	39
45084	12
10077	30
30080	9
30081	7
30082	40
84	8
40079	44
10078	28
5086	23
85	22
86	8
45085	1
20074	39
40080	26
87	8
88	7
10079	43
20075	6
45086	17
45087	10
20076	26
5087	37
20077	37
35090	36
35091	2
40081	18
25101	40
10080	25
25102	38
35092	44
45088	39
35093	1
89	36
25103	43
15077	36
10081	24
45089	35
10082	14
25104	10
20078	3
5088	24
30083	42
25105	35
30084	43
45090	41
45091	13
35094	39
35095	14
45092	5
90	26
10083	35
15078	23
10084	3
45093	28
40082	5
15079	35
20079	36
5089	22
35096	34
30085	10
10085	3
30086	4
45094	32
10086	5
25106	37
25107	39
91	42
10087	41
30087	41
30088	7
40083	14
25108	20
15080	19
5090	29
15081	30
10088	43
15082	18
30089	41
45095	9
10089	29
20080	12
5091	17
92	8
35097	12
15083	26
25109	39
45096	37
5092	18
20081	27
40084	14
15084	2
93	13
10090	5
20082	39
40085	4
40086	31
20083	16
20084	7
94	15
25110	33
30090	5
45097	12
5093	22
5094	20
15085	30
10091	18
30091	20
40087	24
25111	44
10092	16
20085	29
30092	19
10093	3
15086	31
15087	12
45098	12
40088	41
45099	33
10094	31
45100	11
35098	43
25112	42
30093	17
15088	34
45101	5
25113	21
95	8
5095	24
15089	31
45102	27
15090	23
96	43
5096	43
5097	3
10095	27
97	10
20086	6
20087	9
45103	14
10096	22
35099	4
30094	28
15091	26
25114	25
25115	16
25116	35
98	8
15092	28
20088	13
5098	42
20089	4
99	16
30095	26
15093	39
35100	39
10097	39
40089	13
10098	41
20090	43
20091	13
100	11
25117	15
20092	32
101	8
25118	11
25119	44
45104	25
25120	15
15094	34
102	8
15095	25
15096	42
5099	42
25121	21
40090	21
45105	25
35101	7
40091	15
35102	29
15097	41
45106	22
25122	22
45107	24
35103	29
45108	28
45109	11
10099	35
20093	12
5100	21
103	8
40092	11
25123	37
25124	30
25125	38
104	15
20094	30
5101	39
5102	29
15098	42
5103	12
45110	41
25126	39
105	8
5104	36
106	8
20095	23
45111	23
15099	26
107	8
20096	17
25127	31
5105	19
20097	37
40093	30
108	8
109	8
15100	26
10100	19
10101	42
110	15
30096	15
15101	31
25128	10
20098	5
5106	43
111	12
45112	29
40094	31
10102	11
40095	5
112	15
113	8
40096	43
15102	2
40097	1
45113	13
40098	4
5107	41
114	8
15103	44
10103	15
15104	38
30097	26
45114	14
30098	13
25129	4
115	8
20099	42
10104	1
40099	29
30099	22
35104	17
35105	24
45115	12
20100	11
30100	21
116	42
30101	26
5108	11
10105	38
30102	3
35106	31
5109	15
5110	37
5111	24
45116	13
5112	7
35107	6
20101	34
20102	25
45117	36
5113	26
30103	3
40100	27
30104	40
15105	21
10106	24
20103	30
45118	39
45119	7
45120	4
5114	9
117	14
30105	23
15106	5
118	8
5115	36
25130	18
35108	24
45121	41
10107	31
20104	28
25131	34
20105	2
35109	36
30106	17
35110	3
119	7
20106	36
120	3
121	3
122	17
123	11
20107	30
10108	18
15107	30
10109	37
20108	32
10110	23
10111	44
35111	18
45122	18
20109	44
20110	5
5116	25
35112	44
40101	9
15108	4
40102	36
124	39
40103	22
25132	4
20111	6
35113	13
30107	23
10112	11
15109	29
10113	3
25133	31
125	8
25134	12
10114	35
30108	21
5117	36
45123	24
15110	12
35114	28
40104	10
15111	12
45124	24
45125	26
40105	22
30109	7
40106	17
126	39
10115	36
45126	38
45127	10
10116	2
5118	31
25135	34
35115	41
15112	3
35116	38
127	8
35117	11
20112	5
40107	9
20113	33
35118	10
35119	3
40108	43
40109	22
10117	25
25136	2
128	8
45128	11
45129	19
5119	13
40110	24
40111	29
20114	36
45130	32
129	32
45131	38
45132	17
35120	41
5120	30
20115	1
