4001	12
3501	13
4002	8
3001	7
4501	5
3502	5
4502	19
1	16
3002	16
3003	16
4003	7
4004	8
2501	13
2502	4
501	15
2001	15
3004	19
2	16
1501	18
1502	11
3503	6
502	4
4005	2
3005	12
4006	18
2002	10
2003	15
3006	5
503	15
504	12
3	14
3007	5
3504	17
505	3
4007	3
506	3
2503	1
3505	9
2504	4
507	13
4	1
5	16
508	14
2004	9
4503	4
2505	7
509	3
4008	8
3506	15
4009	6
3507	18
3508	4
4504	18
510	10
511	16
4010	5
2005	11
3008	1
1001	3
1503	15
3509	15
512	19
513	14
3009	12
2006	6
3510	11
4505	4
4011	9
4506	3
4507	16
6	16
3010	8
3011	18
2007	19
1504	1
3012	3
1002	16
1003	13
2506	9
1004	1
514	3
2008	6
2507	3
2009	15
1005	9
1505	17
2508	5
1006	8
3013	10
1506	4
2509	8
2510	8
7	8
1007	2
1507	8
1508	18
4012	15
2511	19
8	16
4508	11
9	2
4013	3
2512	15
2513	1
3014	3
4509	4
1008	14
1009	12
1509	9
10	16
4014	3
2010	3
1010	1
1510	3
11	16
4510	6
4015	18
4511	3
4512	13
1011	8
12	16
4513	4
1511	10
3015	6
3016	10
4514	5
3511	4
1512	8
13	14
4515	9
1513	13
4516	18
2011	9
1514	17
4517	18
4016	3
1515	3
4518	19
1012	9
4519	4
1013	10
4017	2
3512	18
1014	4
2012	7
3017	19
14	16
2514	11
2013	12
1516	13
3018	6
2014	17
15	14
2015	9
4520	4
2016	14
2515	18
2516	1
515	18
3513	2
2017	15
2018	7
4521	3
4018	12
3514	1
4522	1
1517	9
16	16
3019	4
3515	2
1015	5
4523	9
4019	2
2517	6
4020	17
516	11
1518	3
17	16
4524	5
3516	14
18	14
3020	6
1519	6
4021	4
4525	7
2518	12
4526	13
2019	1
4022	13
1016	5
19	16
1017	12
2020	12
4023	11
4527	12
4528	15
1520	9
2021	3
3021	3
4529	3
3022	11
2519	17
4530	9
1521	17
2520	1
4024	8
2022	19
3517	6
4025	18
4531	7
2521	15
517	1
1018	3
518	7
519	15
520	1
1019	11
4026	10
1020	7
20	16
2023	1
21	16
521	7
4532	15
3518	15
3023	19
4533	1
522	14
4534	17
22	16
2024	5
3519	13
1522	9
4535	7
2522	1
3520	8
523	4
23	6
3521	18
2025	4
524	2
24	8
1021	17
25	14
4027	14
3522	3
3024	13
4536	8
26	2
4537	3
1523	8
4538	11
2523	5
525	5
2524	3
4539	6
1524	3
27	14
2026	10
4540	6
2525	4
526	17
28	19
2027	4
4541	10
4028	17
1525	3
2028	12
4542	9
527	12
528	7
4543	11
529	13
4029	15
1526	3
1022	10
3523	5
3025	16
1023	3
3524	6
2029	2
1527	1
3525	4
4030	11
3026	10
29	16
1528	9
2030	1
4031	9
3526	15
530	14
531	14
2526	3
4032	3
2031	6
2527	18
