80001	15	-61
80002	62	9
60001	54	-43
60002	21	95
180001	40	21
140001	44	88
40001	52	-76
180002	13	30
160001	54	61
100001	30	68
160002	30	-9
140002	58	-23
1	56	48
60003	65	-86
40002	29	87
180003	20	61
40003	35	-21
40004	36	36
2	30	-30
20001	13	-14
80003	16	85
100002	20	-26
160003	70	23
160004	23	92
40005	47	4
40006	37	27
120001	49	50
120002	47	-62
160005	40	12
80004	12	-37
80005	57	57
40007	56	-8
40008	71	-26
80006	65	-93
120003	10	-100
160006	68	10
3	63	-22
60004	40	-27
140003	57	11
120004	35	54
140004	63	-96
160007	55	-69
4	60	-58
100003	16	42
5	40	46
120005	27	47
140005	19	48
160008	8	-90
160009	20	72
120006	29	3
140006	32	-30
160010	58	-26
140007	54	-39
160011	9	-17
180004	61	-97
100004	49	-49
100005	11	42
60005	60	11
140008	58	-49
180005	41	90
60006	46	-53
40009	39	95
40010	44	-20
140009	9	-25
80007	48	-10
80008	63	-98
20002	54	23
40011	62	-32
180006	36	57
6	43	53
140010	2	74
60007	10	-43
20003	23	77
20004	17	92
20005	20	-30
120007	32	63
120008	34	-60
40012	57	-66
140011	10	76
120009	57	21
160012	21	67
80009	59	74
140012	5	-50
20006	11	-62
120010	56	-70
60008	35	41
140013	39	4
60009	18	8
7	27	-28
140014	68	-62
100006	55	56
120011	6	82
120012	41	96
100007	9	72
160013	56	97
100008	4	-38
8	27	-75
40013	4	-7
80010	14	45
20007	68	-65
40014	19	80
100009	28	-11
9	30	-24
180007	22	-41
80011	40	98
160014	66	-43
160015	10	-79
10	63	83
100010	40	-41
80012	32	45
180008	18	84
80013	29	-58
160016	42	-22
80014	69	-28
180009	65	-2
120013	11	-91
40015	55	-75
60010	2	-22
100011	64	11
140015	71	60
120014	67	34
60011	32	-24
160017	62	-77
60012	8	-92
180010	22	-14
20008	23	92
120015	12	-93
140016	49	2
11	6	-46
100012	48	-41
40016	53	-51
180011	59	13
100013	63	37
40017	44	-85
80015	55	95
12	43	-34
13	57	-40
20009	20	63
20010	25	40
100014	8	43
14	43	85
60013	17	-81
100015	2	31
15	12	-67
80016	37	2
100016	14	24
100017	29	-1
16	21	74
20011	2	83
160018	33	6
160019	47	100
80017	69	-2
17	29	-71
80018	33	54
40018	8	1
180012	45	-53
120016	13	-32
20012	66	65
80019	66	49
120017	2	-53
160020	14	-70
140017	21	-75
40019	55	-65
18	71	70
60014	45	-28
100018	37	-42
180013	64	-62
180014	45	17
60015	20	42
20013	55	24
160021	19	-85
40020	40	69
60016	9	6
180015	61	-68
19	12	44
60017	29	-66
40021	26	-3
100019	52	27
180016	21	49
20	40	60
40022	29	-24
21	12	-47
160022	67	-88
140018	52	-2
22	71	-70
60018	1	-57
23	71	-1
60019	20	72
20014	58	17
120018	18	-16
80020	30	-68
40023	38	14
120019	16	34
80021	26	56
40024	9	66
160023	53	98
160024	10	-30
40025	44	71
180017	11	-6
20015	63	19
40026	29	53
24	7	-8
20016	42	-28
140019	8	-29
140020	28	7
120020	69	87
25	43	-14
40027	2	57
160025	1	29
100020	26	-33
60020	37	-41
40028	32	-82
120021	49	73
20017	60	66
60021	45	-58
120022	29	-59
80022	49	-98
80023	32	-4
140021	30	53
140022	52	-91
40029	27	48
26	29	-25
80024	5	-38
140023	71	45
20018	8	45
120023	10	-35
60022	36	76
20019	1	-86
60023	15	-39
180018	26	100
60024	11	-11
20020	27	-37
180019	8	29
60025	51	59
180020	21	-12
140024	50	-17
20021	1	90
60026	7	41
100021	40	-25
120024	15	52
80025	48	40
140025	48	95
20022	8	16
60027	49	-87
40030	34	46
20023	68	33
120025	53	31
140026	41	-93
120026	45	90
27	54	29
100022	47	78
40031	1	63
28	43	-74
160026	26	22
180021	40	16
120027	17	-100
60028	62	32
20024	17	-16
160027	40	-68
20025	54	-64
180022	21	-17
160028	7	74
180023	55	-93
20026	26	22
60029	33	-59
80026	32	76
29	57	40
60030	59	9
20027	19	-59
40032	14	38
60031	58	-71
80027	56	52
120028	38	76
140027	52	57
30	1	44
140028	58	-72
120029	48	-25
60032	55	31
60033	62	32
140029	14	-11
60034	44	89
40033	13	-55
60035	71	-60
31	43	-7
60036	59	-90
180024	59	20
160029	68	-77
180025	66	65
60037	41	-18
40034	30	-70
32	60	-99
160030	18	-72
40035	31	21
100023	48	18
160031	26	43
140030	6	-27
60038	37	-1
20028	29	-71
180026	7	14
180027	64	65
160032	5	58
33	52	24
100024	12	99
20029	27	-77
40036	1	54
100025	19	-43
40037	57	2
180028	63	-93
34	21	42
140031	7	-2
180029	23	-100
180030	53	-62
140032	23	92
140033	2	-2
140034	10	-16
35	7	-80
180031	37	-66
160033	8	-73
40038	48	-39
80028	54	61
60039	21	94
20030	61	75
100026	17	-17
180032	59	13
100027	37	-9
80029	55	-80
100028	17	-51
60040	2	75
20031	17	-18
20032	65	-85
100029	27	43
36	6	-31
180033	71	-90
20033	33	-24
60041	38	-82
120030	42	18
37	49	-72
60042	57	-28
140035	24	-26
80030	36	-100
180034	40	89
80031	16	48
38	41	72
80032	60	58
39	65	38
140036	45	-29
140037	8	-7
140038	42	41
100030	42	-94
80033	10	76
160034	21	65
100031	12	-100
80034	42	-55
160035	64	4
40	30	40
140039	22	-62
160036	1	-26
40039	37	80
41	21	85
160037	35	-59
20034	2	69
160038	22	-58
100032	13	-45
40040	62	15
60043	43	7
180035	7	94
180036	23	-38
20035	40	-51
20036	54	23
80035	56	-3
42	21	81
20037	34	-37
60044	65	-57
60045	34	97
180037	30	-52
60046	29	10
43	55	-74
180038	17	36
140040	57	5
140041	21	23
180039	40	-85
