10001	10	-83
6001	31	64
2001	26	-13
2002	22	-69
1	23	25
2003	12	-76
8001	14	60
6002	31	98
8002	16	-72
2	7	-69
3	6	63
4001	32	-17
2004	23	19
8003	12	79
8004	13	60
4002	5	-41
6003	14	-5
8005	26	-91
4	7	34
6004	20	-43
16001	20	55
16002	22	-46
12001	32	95
14001	14	96
10002	2	1
16003	19	-18
8006	25	1
10003	28	81
4003	19	78
8007	22	-72
16004	6	26
16005	16	17
12002	4	-4
12003	23	25
16006	4	98
2005	24	-83
4004	21	92
4005	25	100
8008	31	-90
8009	5	89
6005	12	52
16007	15	-17
12004	14	92
18001	21	41
2006	23	-5
16008	29	-40
2007	26	64
4006	1	35
2008	5	13
5	24	-69
12005	1	-65
10004	23	-16
18002	8	-10
8010	18	2
8011	2	15
6	32	-31
4007	22	-91
16009	8	18
12006	31	-96
16010	15	57
16011	24	25
14002	5	56
6006	4	0
12007	24	63
2009	13	-30
8012	3	-98
7	12	47
8	7	39
9	9	-75
12008	28	96
16012	26	82
10	7	7
4008	20	-87
14003	31	65
14004	32	-10
4009	25	-19
16013	8	55
4010	6	-43
18003	32	-75
18004	16	-9
14005	4	-73
4011	32	-63
8013	23	-15
4012	19	-21
16014	1	84
12009	27	69
2010	9	28
16015	8	-41
6007	18	17
14006	30	-72
6008	17	53
12010	10	83
8014	24	-55
2011	5	-99
18005	4	53
4013	12	-14
2012	21	22
12011	4	-7
4014	17	28
4015	3	94
11	7	84
4016	8	39
14007	16	-94
10005	26	7
2013	3	-46
2014	18	-95
16016	32	52
14008	19	74
16017	25	-65
16018	10	-6
12	23	56
4017	28	57
6009	29	-10
12012	16	-60
8015	15	63
14009	16	-57
2015	4	-7
13	28	23
14	26	-93
10006	24	-43
16019	30	28
16020	8	-76
18006	11	29
10007	32	34
8016	4	-66
15	12	75
2016	3	-53
14010	31	-78
4018	31	1
18007	9	46
8017	8	-54
2017	5	15
2018	3	64
18008	4	-47
14011	9	-88
14012	16	56
14013	11	96
8018	31	-68
10008	11	100
18009	30	-12
16021	31	-56
18010	8	-47
16022	28	52
14014	14	-96
18011	19	69
16023	14	100
18012	18	78
6010	28	26
2019	8	49
12013	1	-48
4019	26	60
2020	13	31
18013	16	41
14015	8	11
14016	5	52
4020	20	66
10009	8	-21
6011	23	75
18014	1	-74
10010	11	28
2021	3	30
16024	18	20
4021	12	81
8019	3	-88
18015	19	21
2022	13	28
10011	7	-85
16	7	-29
8020	1	53
4022	16	56
14017	19	-70
14018	20	-59
2023	6	49
12014	5	11
17	7	-47
6012	27	77
2024	1	75
18016	2	92
6013	26	-63
18	16	48
18017	21	51
4023	8	23
10012	30	-8
19	5	75
12015	21	22
12016	8	-76
14019	30	72
12017	5	53
14020	16	-81
8021	31	-13
12018	8	99
6014	25	-66
20	7	37
4024	21	-28
14021	4	3
12019	21	-58
18018	5	-47
8022	19	-44
10013	24	-77
8023	9	79
14022	5	31
8024	17	-42
2025	1	-28
6015	31	-55
14023	1	48
6016	1	43
18019	18	-47
18020	29	-36
18021	30	94
