4001	12	-96
3501	13	14
4002	8	93
3001	7	-28
4501	5	87
3502	5	-93
4502	19	-63
1	16	36
3002	16	-64
3003	16	-26
4003	7	7
4004	8	76
2501	13	-60
2502	4	-42
501	15	20
2001	15	68
3004	19	48
2	16	70
1501	18	12
1502	11	8
3503	6	-23
502	4	-78
4005	2	-23
3005	12	50
4006	18	-33
2002	10	-80
2003	15	55
3006	5	-27
503	15	16
504	12	24
3	14	86
3007	5	-3
3504	17	-65
505	3	-12
4007	3	61
506	3	-55
2503	1	-58
3505	9	6
2504	4	28
507	13	56
4	1	-100
5	16	3
508	14	32
2004	9	85
4503	4	-55
2505	7	-68
509	3	-71
4008	8	6
3506	15	46
4009	6	23
3507	18	-16
3508	4	23
4504	18	70
510	10	-61
511	16	-6
4010	5	84
2005	11	-64
3008	1	-30
1001	3	-24
1503	15	95
3509	15	81
512	19	-74
513	14	86
3009	12	49
2006	6	-3
3510	11	-91
4505	4	-30
4011	9	-32
4506	3	-1
4507	16	-39
6	16	-74
3010	8	16
3011	18	-42
2007	19	13
1504	1	-28
3012	3	-67
1002	16	-63
1003	13	99
2506	9	42
1004	1	-65
514	3	27
2008	6	-2
2507	3	96
2009	15	45
1005	9	11
1505	17	-86
2508	5	69
1006	8	-1
3013	10	-97
1506	4	6
2509	8	55
2510	8	-82
7	8	-20
1007	2	-100
1507	8	-45
1508	18	-46
4012	15	-22
2511	19	-5
8	16	-37
4508	11	-76
9	2	-92
4013	3	-57
2512	15	-56
2513	1	58
3014	3	67
4509	4	66
1008	14	2
1009	12	14
1509	9	-79
10	16	42
4014	3	83
2010	3	-31
1010	1	63
1510	3	4
11	16	93
4510	6	-39
4015	18	45
4511	3	40
4512	13	-92
1011	8	39
12	16	87
4513	4	-57
1511	10	-8
3015	6	88
3016	10	94
4514	5	44
3511	4	-3
1512	8	-26
13	14	53
4515	9	-65
1513	13	6
4516	18	-91
2011	9	-12
1514	17	-85
4517	18	-48
4016	3	30
1515	3	64
4518	19	85
1012	9	53
4519	4	-76
1013	10	37
4017	2	-27
3512	18	73
1014	4	-72
2012	7	-20
3017	19	43
14	16	-82
2514	11	-9
2013	12	-24
1516	13	36
3018	6	-36
2014	17	83
15	14	37
2015	9	20
4520	4	42
2016	14	18
2515	18	-84
2516	1	-21
515	18	52
3513	2	-13
2017	15	71
2018	7	-1
4521	3	-64
4018	12	96
3514	1	34
4522	1	-12
1517	9	30
16	16	-33
3019	4	73
3515	2	-68
1015	5	-18
4523	9	-100
4019	2	-42
2517	6	89
4020	17	-26
516	11	-10
1518	3	-53
17	16	17
4524	5	-80
3516	14	-2
18	14	31
3020	6	41
1519	6	10
4021	4	-82
4525	7	27
2518	12	71
4526	13	-27
2019	1	-63
4022	13	73
1016	5	43
19	16	26
1017	12	31
2020	12	-77
4023	11	-15
4527	12	-70
4528	15	28
1520	9	11
2021	3	62
3021	3	96
4529	3	19
3022	11	-42
2519	17	43
4530	9	1
1521	17	-56
2520	1	-23
4024	8	-42
2022	19	65
3517	6	45
4025	18	-16
4531	7	43
2521	15	45
517	1	19
1018	3	-19
518	7	82
519	15	-78
520	1	37
1019	11	48
4026	10	-42
1020	7	-50
20	16	64
2023	1	8
21	16	-7
521	7	-92
4532	15	-32
3518	15	-81
3023	19	48
4533	1	-39
522	14	93
4534	17	-89
22	16	-83
2024	5	-77
3519	13	57
1522	9	-81
4535	7	-94
2522	1	-32
3520	8	82
523	4	89
23	6	-4
3521	18	-4
2025	4	-40
524	2	-83
24	8	90
1021	17	-61
25	14	70
4027	14	89
3522	3	61
3024	13	98
