701	9	3754
501	1	2663
401	2	3425
1	2	3372
901	10	3493
502	7	4263
101	1	4927
702	8	1022
102	3	3170
703	5	2904
601	3	3253
301	4	125
103	1	1004
902	9	4474
602	1	2441
603	11	2975
104	1	1695
105	4	1638
201	3	4907
801	9	902
402	11	2381
604	10	4325
202	5	3856
403	6	536
503	5	2463
802	4	792
106	8	3775
803	8	1987
903	1	4150
203	7	588
904	9	4598
302	6	4374
303	9	4973
704	3	2949
2	3	236
804	6	2137
204	8	1188
805	4	2883
806	8	4730
705	3	3338
205	4	4268
304	8	1851
504	4	109
505	4	650
706	4	2182
605	6	1617
206	1	2742
3	8	1711
707	1	3483
905	1	252
606	10	2042
807	5	1590
506	3	1735
808	8	2869
809	8	237
4	2	1018
404	1	4648
5	2	4195
107	4	3696
108	5	3383
810	6	3832
906	4	4178
907	2	569
908	3	3833
507	8	4934
6	2	2418
207	4	79
208	1	271
811	9	4369
305	8	351
909	11	2461
910	8	2010
209	4	575
405	8	1171
911	3	4804
812	4	613
813	3	3434
7	1	4176
109	9	995
8	2	4506
607	8	3239
708	8	1714
406	9	700
407	3	435
306	6	3878
814	4	59
508	11	1638
912	9	1340
408	7	3086
913	11	4750
409	10	1156
9	2	3379
10	5	867
509	8	2271
914	1	4323
709	6	3653
710	2	3348
410	8	4573
11	2	1136
411	5	2223
12	5	2716
412	9	2702
110	2	9
413	2	749
815	3	407
816	6	2272
608	6	4469
111	5	1812
817	10	921
818	5	49
819	1	296
711	9	388
712	2	2785
210	7	4100
713	2	2728
211	7	546
510	1	1596
511	6	1028
714	3	656
112	8	4910
13	5	3431
820	5	2846
113	2	86
114	1	3685
512	1	4051
609	10	1115
115	5	353
915	10	3686
307	2	2535
513	1	4339
514	2	2177
515	8	907
212	6	219
414	2	4132
715	1	3507
516	4	3573
517	8	1397
716	9	2706
717	4	3702
821	3	3360
308	6	2232
822	9	1266
518	1	4364
309	9	2129
823	3	961
916	2	643
14	2	1238
310	10	595
415	1	2892
15	2	4250
917	2	4089
213	8	2968
311	6	1424
718	9	3768
16	6	2139
519	9	2624
17	5	1527
520	10	1777
18	2	1338
19	6	1905
824	10	1515
521	8	987
116	7	4255
214	2	4964
215	10	2313
918	1	578
719	1	1203
919	11	4052
825	3	1578
416	9	3422
312	11	2244
20	2	4668
920	4	4485
216	9	1626
720	8	3132
921	2	1226
721	2	1034
610	3	1242
826	10	4800
313	3	1975
217	9	4710
827	9	1434
218	5	3900
417	9	4455
722	3	2696
418	2	1043
314	3	3076
117	2	987
828	8	1379
118	3	2054
922	8	64
611	8	1220
419	9	1888
723	9	3520
315	5	4498
522	5	4124
316	2	2899
317	10	386
21	2	678
119	4	399
420	8	2750
724	1	2111
725	2	2878
219	11	1454
612	8	2518
726	2	4291
923	2	3042
120	6	713
924	5	1058
613	6	2946
121	1	81
829	7	962
220	3	2898
122	8	3561
925	5	2576
123	4	3718
22	3	4295
124	6	2947
221	9	3515
125	6	1260
523	3	811
421	3	3782
926	5	384
222	2	840
422	8	637
830	1	4185
423	2	3086
727	2	2906
126	3	1504
223	7	3903
127	6	4174
614	8	156
224	3	3607
23	3	1766
524	9	403
615	5	2873
525	3	4658
526	5	702
